Time (s),DX_32mm X-position (mm),DX_33mm X-position (mm),DX_34mm X-position (mm),DX_35mm X-position (mm),DX_36mm X-position (mm),DX_37mm X-position (mm),DX_38mm X-position (mm),DX_39mm X-position (mm),DX_40mm X-position (mm),DX_41mm X-position (mm),DX_42mm X-position (mm),DX_43mm X-position (mm),DX_44mm X-position (mm)
0.0242,652.068,651.999,651.98,651.921,651.954,654.029,656.68,656.7,656.737,656.698,656.692,656.675,656.685
0.0243,652.076,651.991,651.98,651.911,651.955,654.011,656.682,656.676,656.695,656.685,656.662,656.675,656.674
0.0244,652.067,651.994,651.963,651.909,651.948,654.022,656.692,656.734,656.693,656.684,656.687,656.661,656.683
0.0245,652.07,651.983,651.946,651.938,651.932,654.012,656.724,656.699,656.701,656.684,656.675,656.652,656.681
0.0246,652.052,651.993,651.961,651.936,651.957,654.011,656.7,656.704,656.688,656.691,656.67,656.648,656.684
0.0247,652.086,652.009,651.978,651.92,651.937,653.997,656.675,656.679,656.684,656.689,656.702,656.641,656.677
0.0248,652.076,651.974,651.997,651.948,651.93,654.011,656.691,656.683,656.702,656.681,656.66,656.664,656.675
0.0249,652.085,651.974,651.971,651.911,651.947,654.005,656.709,656.685,656.695,656.693,656.695,656.676,656.666
0.025,652.074,651.992,651.988,651.928,651.95,654.018,656.69,656.695,656.703,656.699,656.653,656.665,656.677
0.0251,652.058,651.984,651.978,651.951,651.947,653.985,656.702,656.677,656.729,656.668,656.683,656.659,656.668
0.0252,652.06,652.003,651.98,651.93,651.957,654.005,656.693,656.708,656.688,656.69,656.667,656.672,656.675
0.0253,652.084,651.984,651.97,651.921,651.947,654.004,656.7,656.698,656.711,656.684,656.645,656.638,656.687
0.0254,652.051,652.002,651.971,651.93,651.957,654.014,656.717,656.703,656.693,656.692,656.69,656.666,656.658
0.0255,652.064,651.982,651.979,651.936,651.963,654.005,656.682,656.7,656.69,656.674,656.686,656.682,656.67
0.0256,652.066,651.999,651.97,651.933,651.942,654.012,656.702,656.706,656.711,656.691,656.686,656.668,656.692
0.0257,652.059,652.002,651.999,651.904,651.947,654.028,656.724,656.701,656.695,656.673,656.677,656.69,656.683
0.0258,652.06,651.967,651.994,651.939,651.947,654.014,656.699,656.707,656.72,656.7,656.678,656.649,656.685
0.0259,652.109,651.984,651.98,651.919,651.956,654.028,656.707,656.684,656.709,656.681,656.702,656.649,656.657
0.026,652.095,651.984,651.998,651.928,651.948,653.995,656.701,656.7,656.703,656.703,656.67,656.648,656.668
0.0261,652.068,651.974,651.997,651.934,651.94,654.021,656.697,656.71,656.688,656.671,656.684,656.651,656.675
0.0262,652.076,651.975,651.972,651.921,651.936,654.013,656.692,656.664,656.678,656.668,656.669,656.642,656.677
0.0263,652.08,652.0,651.976,651.946,651.932,653.995,656.692,656.701,656.696,656.674,656.688,656.632,656.666
0.0264,652.078,651.98,651.971,651.92,651.938,654.022,656.701,656.702,656.715,656.671,656.66,656.641,656.683
0.0265,652.044,651.994,651.988,651.946,651.938,654.003,656.691,656.683,656.703,656.681,656.666,656.694,656.673
0.0266,652.066,652.009,651.972,651.93,651.94,653.995,656.697,656.716,656.722,656.685,656.676,656.649,656.69
0.0267,652.06,651.974,651.995,651.906,651.945,654.012,656.691,656.718,656.694,656.683,656.678,656.66,656.66
0.0268,652.076,651.985,651.978,651.913,651.947,654.005,656.702,656.692,656.705,656.685,656.675,656.669,656.677
0.0269,652.084,651.994,651.978,651.928,651.949,654.005,656.69,656.708,656.707,656.693,656.665,656.66,656.665
0.027,652.068,652.0,651.988,651.913,651.948,654.005,656.674,656.725,656.722,656.681,656.654,656.666,656.683
0.0271,652.084,651.982,651.988,651.921,651.932,653.995,656.716,656.708,656.713,656.685,656.686,656.657,656.669
0.0272,652.11,651.992,651.99,651.92,651.93,653.985,656.7,656.699,656.703,656.693,656.67,656.624,656.67
0.0273,652.076,651.993,651.98,651.948,651.945,654.005,656.682,656.716,656.703,656.674,656.66,656.659,656.642
0.0274,652.093,651.982,651.953,651.921,651.957,654.022,656.709,656.703,656.703,656.683,656.651,656.667,656.68
0.0275,652.076,651.952,651.978,651.921,651.964,653.995,656.674,656.699,656.705,656.693,656.678,656.674,656.68
0.0276,652.051,651.999,651.971,651.913,651.94,654.02,656.705,656.688,656.703,656.668,656.67,656.659,656.673
0.0277,652.064,651.982,651.978,651.937,651.932,654.013,656.7,656.676,656.701,656.682,656.675,656.672,656.675
0.0278,652.067,651.994,651.971,651.934,651.947,654.005,656.699,656.735,656.703,656.666,656.653,656.664,656.66
0.0279,652.078,652.0,651.972,651.947,651.947,654.02,656.667,656.697,656.696,656.696,656.696,656.673,656.657
0.028,652.078,652.001,651.972,651.931,651.947,654.013,656.707,656.726,656.713,656.71,656.678,656.65,656.683
0.0281,652.093,651.982,651.984,651.93,651.957,653.985,656.7,656.668,656.686,656.708,656.67,656.666,656.691
0.0282,652.068,651.994,651.988,651.913,651.94,654.012,656.702,656.745,656.675,656.681,656.661,656.674,656.675
0.0283,652.067,651.984,651.953,651.913,651.932,654.013,656.708,656.684,656.695,656.708,656.687,656.65,656.666
0.0284,652.061,651.974,651.97,651.926,651.948,654.012,656.691,656.702,656.705,656.675,656.66,656.649,656.673
0.0285,652.084,652.0,651.978,651.911,651.947,654.02,656.722,656.724,656.696,656.71,656.651,656.652,656.673
0.0286,652.076,651.977,651.953,651.94,651.93,654.005,656.716,656.699,656.687,656.698,656.695,656.686,656.666
0.0287,652.064,652.011,651.978,651.94,651.949,653.997,656.681,656.672,656.704,656.686,656.67,656.701,656.672
0.0288,652.076,652.009,651.97,651.912,651.945,653.995,656.701,656.684,656.738,656.673,656.658,656.659,656.675
0.0289,652.078,652.009,651.997,651.938,651.947,653.997,656.691,656.691,656.727,656.683,656.643,656.66,656.683
0.029,652.094,652.001,651.963,651.914,651.949,654.007,656.707,656.682,656.729,656.654,656.662,656.667,656.688
0.0291,652.07,652.001,651.98,651.911,651.929,654.003,656.698,656.693,656.715,656.679,656.688,656.651,656.675
0.0292,652.06,651.992,651.988,651.929,651.948,653.997,656.699,656.707,656.694,656.69,656.662,656.691,656.673
0.0293,652.076,651.996,651.963,651.948,651.932,654.004,656.699,656.703,656.703,656.708,656.678,656.659,656.675
0.0294,652.064,651.994,651.97,651.92,651.922,653.987,656.708,656.709,656.703,656.674,656.651,656.657,656.681
0.0295,652.07,652.001,651.988,651.919,651.949,654.022,656.692,656.7,656.693,656.654,656.663,656.659,656.666
0.0296,652.078,651.959,651.979,651.938,651.949,653.995,656.69,656.691,656.722,656.685,656.683,656.651,656.681
0.0297,652.088,651.984,651.98,651.913,651.947,654.005,656.657,656.684,656.711,656.683,656.67,656.666,656.673
0.0298,652.087,652.011,651.986,651.92,651.95,653.997,656.655,656.7,656.707,656.7,656.672,656.667,656.675
0.0299,652.083,651.984,651.97,651.94,651.932,653.998,656.699,656.699,656.688,656.692,656.658,656.652,656.681
0.03,652.06,652.011,651.977,651.931,651.922,654.005,656.716,656.717,656.697,656.674,656.66,656.659,656.668
0.0301,652.074,651.957,651.98,651.937,651.932,653.997,656.694,656.69,656.678,656.682,656.662,656.662,656.658
0.0302,652.076,652.001,651.995,651.92,651.922,653.997,656.69,656.693,656.712,656.71,656.686,656.652,656.695
0.0303,652.052,651.984,651.972,651.928,651.962,653.999,656.709,656.687,656.703,656.686,656.67,656.675,656.658
0.0304,652.077,652.018,651.978,651.938,651.937,653.995,656.672,656.695,656.705,656.696,656.658,656.649,656.681
0.0305,652.078,651.979,651.988,651.923,651.962,654.007,656.701,656.683,656.703,656.687,656.67,656.682,656.676
0.0306,652.083,651.984,651.954,651.928,651.941,654.005,656.716,656.718,656.696,656.69,656.692,656.659,656.687
0.0307,652.093,651.994,651.989,651.912,651.945,654.005,656.711,656.718,656.686,656.692,656.67,656.666,656.681
0.0308,652.085,652.009,651.988,651.92,651.947,653.978,656.707,656.685,656.682,656.662,656.67,656.675,656.691
0.0309,652.074,652.001,651.962,651.928,651.949,653.995,656.7,656.727,656.711,656.698,656.677,656.657,656.647
0.031,652.076,651.983,651.978,651.93,651.938,654.014,656.694,656.702,656.72,656.681,656.669,656.665,656.668
0.0311,652.061,652.001,651.97,651.903,651.924,654.012,656.699,656.7,656.712,656.675,656.67,656.64,656.675
0.0312,652.066,651.999,651.969,651.928,651.949,654.005,656.685,656.704,656.698,656.666,656.654,656.644,656.678
0.0313,652.078,651.994,651.976,651.92,651.924,654.039,656.726,656.71,656.72,656.665,656.67,656.683,656.656
0.0314,652.081,652.001,651.978,651.926,651.939,654.003,656.724,656.713,656.696,656.694,656.66,656.659,656.664
0.0315,652.069,651.992,651.97,651.936,651.938,654.003,656.709,656.7,656.712,656.675,656.668,656.669,656.675
0.0316,652.076,652.01,651.987,651.921,651.94,654.02,656.699,656.717,656.669,656.656,656.668,656.659,656.678
0.0317,652.076,651.984,651.955,651.94,651.94,654.03,656.709,656.704,656.705,656.696,656.687,656.659,656.658
0.0318,652.097,652.0,651.988,651.937,651.945,654.005,656.691,656.7,656.678,656.706,656.685,656.664,656.692
0.0319,652.075,652.001,651.97,651.929,651.965,653.987,656.711,656.685,656.695,656.685,656.645,656.666,656.65
0.032,652.076,652.0,651.972,651.92,651.932,653.997,656.718,656.69,656.719,656.691,656.685,656.67,656.641
0.0321,652.067,652.001,651.945,651.913,651.962,654.04,656.716,656.728,656.737,656.668,656.679,656.691,656.685
0.0322,652.093,651.994,651.99,651.92,651.955,654.014,656.694,656.709,656.721,656.658,656.658,656.659,656.685
0.0323,652.07,652.002,651.961,651.944,651.947,654.012,656.699,656.693,656.695,656.675,656.641,656.649,656.694
0.0324,652.086,651.993,651.98,651.946,651.93,654.029,656.704,656.699,656.695,656.666,656.68,656.639,656.658
0.0325,652.068,651.986,651.972,651.938,651.957,653.993,656.693,656.735,656.695,656.69,656.641,656.65,656.668
0.0326,652.068,651.982,651.982,651.93,651.958,653.994,656.717,656.687,656.722,656.683,656.668,656.658,656.673
0.0327,652.051,651.994,651.964,651.936,651.955,653.995,656.693,656.702,656.73,656.699,656.67,656.655,656.695
0.0328,652.058,651.974,651.977,651.917,651.947,653.997,656.682,656.693,656.695,656.699,656.651,656.68,656.667
0.0329,652.078,651.969,651.972,651.93,651.949,653.995,656.707,656.683,656.695,656.704,656.662,656.633,656.658
0.033,652.042,651.984,651.987,651.923,651.947,654.002,656.684,656.718,656.684,656.698,656.66,656.673,656.678
0.0331,652.056,651.974,651.987,651.938,651.947,653.993,656.691,656.699,656.688,656.698,656.685,656.653,656.673
0.0332,652.086,652.001,651.979,651.938,651.939,653.988,656.68,656.7,656.695,656.682,656.658,656.669,656.668
0.0333,652.071,652.003,651.98,651.913,651.957,654.005,656.701,656.713,656.701,656.681,656.685,656.666,656.693
0.0334,652.095,652.017,651.986,651.928,651.947,654.018,656.708,656.701,656.678,656.69,656.68,656.669,656.665
0.0335,652.074,652.011,651.972,651.938,651.931,653.995,656.699,656.711,656.703,656.664,656.685,656.661,656.675
0.0336,652.088,652.009,651.987,651.922,651.938,653.995,656.691,656.703,656.695,656.677,656.667,656.657,656.667
0.0337,652.076,651.977,651.99,651.919,651.915,654.014,656.718,656.677,656.705,656.675,656.662,656.641,656.683
0.0338,652.064,651.987,651.97,651.936,651.922,653.99,656.689,656.712,656.703,656.683,656.694,656.661,656.683
0.0339,652.083,652.001,651.971,651.919,651.971,654.012,656.701,656.673,656.678,656.667,656.67,656.631,656.65
0.034,652.086,651.992,651.977,651.947,651.955,654.013,656.708,656.689,656.712,656.7,656.66,656.649,656.641
0.0341,652.066,652.011,651.97,651.961,651.964,654.003,656.7,656.716,656.711,656.708,656.676,656.675,656.666
0.0342,652.075,651.993,651.953,651.945,651.939,653.999,656.7,656.7,656.695,656.669,656.658,656.657,656.693
0.0343,652.081,652.002,651.99,651.918,651.938,654.01,656.689,656.71,656.713,656.689,656.68,656.659,656.683
0.0344,652.066,651.984,651.97,651.938,651.956,654.022,656.709,656.701,656.71,656.681,656.685,656.674,656.675
0.0345,652.078,651.983,651.985,651.928,651.922,654.012,656.699,656.693,656.722,656.683,656.646,656.649,656.71
0.0346,652.068,651.975,651.962,651.928,651.938,654.02,656.692,656.708,656.703,656.663,656.67,656.674,656.683
0.0347,652.06,651.986,652.005,651.93,651.939,654.003,656.718,656.718,656.715,656.673,656.67,656.658,656.665
0.0348,652.057,651.982,651.96,651.938,651.947,653.989,656.684,656.683,656.697,656.671,656.675,656.666,656.669
0.0349,652.076,652.002,651.988,651.928,651.947,653.997,656.709,656.71,656.688,656.664,656.66,656.675,656.673
0.035,652.068,651.998,651.98,651.91,651.945,654.015,656.701,656.703,656.701,656.673,656.668,656.676,656.683
0.0351,652.076,652.013,651.97,651.93,651.947,654.004,656.692,656.727,656.695,656.69,656.676,656.668,656.656
0.0352,652.068,651.994,651.987,651.955,651.953,654.015,656.692,656.71,656.711,656.662,656.677,656.654,656.648
0.0353,652.06,652.011,651.988,651.92,651.947,653.989,656.711,656.727,656.715,656.679,656.676,656.666,656.675
0.0354,652.066,651.994,651.988,651.93,651.947,653.995,656.691,656.71,656.688,656.683,656.675,656.66,656.701
0.0355,652.051,651.975,651.951,651.918,651.947,654.003,656.685,656.702,656.718,656.665,656.674,656.624,656.69
0.0356,652.058,651.994,651.98,651.929,651.939,653.985,656.665,656.683,656.72,656.677,656.675,656.664,656.683
0.0357,652.081,652.018,651.98,651.928,651.946,653.97,656.694,656.717,656.743,656.679,656.685,656.65,656.685
0.0358,652.059,651.994,651.982,651.913,651.921,654.034,656.699,656.689,656.705,656.683,656.687,656.674,656.66
0.0359,652.076,651.984,651.957,651.936,651.93,654.02,656.689,656.7,656.713,656.679,656.668,656.682,656.666
0.036,652.08,651.994,651.955,651.93,651.932,654.007,656.709,656.698,656.669,656.681,656.675,656.684,656.675
0.0361,652.086,651.99,651.98,651.938,651.934,653.995,656.726,656.709,656.695,656.698,656.666,656.647,656.675
0.0362,652.076,651.986,651.995,651.926,651.972,654.012,656.709,656.702,656.738,656.683,656.677,656.646,656.685
0.0363,652.085,651.992,651.986,651.92,651.963,654.014,656.707,656.708,656.703,656.69,656.685,656.667,656.683
0.0364,652.072,651.985,651.981,651.953,651.947,653.997,656.699,656.675,656.715,656.69,656.693,656.657,656.708
0.0365,652.084,651.984,651.988,651.951,651.955,653.997,656.689,656.702,656.678,656.658,656.67,656.657,656.691
0.0366,652.076,651.975,651.963,651.936,651.957,653.987,656.719,656.725,656.734,656.691,656.662,656.673,656.675
0.0367,652.066,651.984,651.973,651.921,651.928,653.997,656.707,656.701,656.678,656.707,656.675,656.663,656.676
0.0368,652.066,651.998,651.979,651.919,651.937,653.999,656.681,656.675,656.715,656.715,656.669,656.657,656.683
0.0369,652.066,652.009,651.997,651.938,651.957,654.012,656.693,656.699,656.695,656.686,656.66,656.639,656.683
0.037,652.076,651.982,652.005,651.934,651.913,653.98,656.708,656.725,656.703,656.663,656.679,656.679,656.683
0.0371,652.066,652.01,651.978,651.911,651.949,654.005,656.684,656.71,656.715,656.69,656.693,656.665,656.685
0.0372,652.083,652.007,651.972,651.963,651.922,654.013,656.699,656.69,656.705,656.69,656.65,656.676,656.667
0.0373,652.078,652.001,651.963,651.918,651.932,653.997,656.699,656.719,656.72,656.681,656.661,656.674,656.681
0.0374,652.065,651.975,651.947,651.93,651.949,654.007,656.69,656.708,656.693,656.669,656.668,656.677,656.683
0.0375,652.076,652.01,651.97,651.936,651.966,654.015,656.724,656.694,656.697,656.686,656.669,656.66,656.691
0.0376,652.076,651.975,651.972,651.929,651.959,653.995,656.699,656.698,656.705,656.683,656.693,656.667,656.693
0.0377,652.076,651.992,651.962,651.918,651.954,653.987,656.71,656.686,656.705,656.681,656.69,656.662,656.683
0.0378,652.058,652.001,651.989,651.918,651.956,654.004,656.709,656.7,656.663,656.683,656.67,656.661,656.667
0.0379,652.089,651.977,651.978,651.928,651.957,653.997,656.716,656.718,656.708,656.659,656.681,656.673,656.658
0.038,652.086,651.975,651.953,651.936,651.957,654.005,656.71,656.708,656.704,656.692,656.66,656.659,656.691
0.0381,652.075,652.012,651.972,651.93,651.957,653.989,656.709,656.692,656.705,656.682,656.692,656.682,656.675
0.0382,652.066,651.984,651.97,651.937,651.94,653.979,656.709,656.712,656.71,656.669,656.669,656.676,656.673
0.0383,652.091,651.99,651.978,651.93,651.955,654.018,656.705,656.681,656.703,656.678,656.678,656.675,656.66
0.0384,652.054,652.007,651.955,651.928,651.948,653.997,656.699,656.717,656.722,656.683,656.668,656.642,656.658
0.0385,652.064,651.984,651.978,651.938,651.955,654.005,656.685,656.685,656.703,656.69,656.666,656.674,656.658
0.0386,652.078,651.992,651.97,651.926,651.947,654.022,656.701,656.699,656.711,656.654,656.668,656.664,656.67
0.0387,652.056,651.966,651.979,651.938,651.932,654.005,656.694,656.7,656.72,656.682,656.662,656.642,656.678
0.0388,652.101,652.001,651.995,651.928,651.949,654.011,656.715,656.71,656.703,656.663,656.685,656.659,656.685
0.0389,652.074,652.004,651.97,651.92,651.948,653.995,656.711,656.693,656.686,656.681,656.687,656.642,656.702
0.039,652.066,651.985,651.987,651.926,651.928,653.977,656.717,656.71,656.711,656.67,656.685,656.659,656.675
0.0391,652.074,651.984,651.989,651.92,651.929,653.987,656.709,656.71,656.702,656.671,656.677,656.661,656.668
0.0392,652.07,651.983,651.98,651.938,651.93,653.996,656.669,656.689,656.712,656.682,656.658,656.659,656.693
0.0393,652.069,651.981,651.989,651.937,651.949,653.99,656.689,656.71,656.703,656.666,656.673,656.665,656.668
0.0394,652.058,651.986,651.97,651.936,651.932,653.999,656.712,656.69,656.72,656.709,656.65,656.674,656.66
0.0395,652.058,651.984,651.963,651.912,651.939,654.006,656.686,656.693,656.72,656.691,656.685,656.64,656.684
0.0396,652.051,652.007,651.997,651.928,651.939,654.004,656.701,656.693,656.693,656.696,656.666,656.684,656.675
0.0397,652.083,651.967,651.97,651.928,651.964,653.989,656.707,656.683,656.705,656.678,656.679,656.674,656.685
0.0398,652.066,651.959,651.98,651.94,651.957,653.987,656.682,656.737,656.71,656.682,656.668,656.664,656.675
0.0399,652.056,651.984,651.962,651.936,651.948,654.001,656.725,656.71,656.715,656.677,656.658,656.649,656.658
0.04,652.068,652.003,651.97,651.92,651.913,653.989,656.694,656.692,656.678,656.688,656.685,656.686,656.702
0.0401,652.076,651.982,651.984,651.918,651.957,654.007,656.707,656.695,656.722,656.678,656.653,656.676,656.677
0.0402,652.083,651.99,651.989,651.936,651.94,654.027,656.701,656.7,656.713,656.681,656.675,656.652,656.66
0.0403,652.048,651.984,651.97,651.936,651.957,653.972,656.717,656.702,656.703,656.665,656.67,656.66,656.685
0.0404,652.084,651.974,651.986,651.928,651.982,653.996,656.699,656.7,656.686,656.66,656.654,656.659,656.658
0.0405,652.083,651.992,651.962,651.919,651.957,654.012,656.691,656.716,656.703,656.681,656.666,656.649,656.641
0.0406,652.091,652.002,651.973,651.928,651.957,653.977,656.692,656.707,656.695,656.69,656.703,656.669,656.69
0.0407,652.059,651.992,651.973,651.919,651.937,653.972,656.701,656.685,656.71,656.658,656.66,656.663,656.666
0.0408,652.088,651.983,651.98,651.919,651.959,653.997,656.693,656.71,656.722,656.677,656.67,656.674,656.644
0.0409,652.084,652.019,651.97,651.937,651.957,654.016,656.701,656.709,656.722,656.698,656.66,656.678,656.668
